carrier_key,name,iata,country,type,in_fetch_manifest,locale,band,region,official_website,help_root,baggage_checked_url,baggage_carryon_url,baggage_fees_url,fare_conditions_url,checkin_url,conditions_of_carriage_url,article_selector,has_capture_folder,latest_capture_set,ok_pages,failed_pages,has_candidates,has_fact_file,has_review_file,prefilled_conditions_url,missing_fields,notes
calima-aviacion-sl,Calima Aviacion S.L,3C,Spain,Scheduled,no,,,,https://www.airchathams.co.nz,,,,,,,,,no,,0,0,no,no,no,https://www.airchathams.co.nz/terms-and-conditions,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
calm-air,Calm Air,MO,Canada,Scheduled,yes,en-ca,manual-priority,North America,https://www.calmair.com,,https://www.calmair.com/before-you-fly/baggage,https://www.calmair.com/before-you-fly/baggage/carry-on,https://www.calmair.com/before-you-fly/baggage,,,https://www.calmair.com/before-you-fly/passenger-rights,,yes,2026-09-03,4,0,no,yes,yes,https://www.calmair.com/before-you-fly/passenger-rights,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
camair-co,Camair-Co,QC,Cameroon,Scheduled,no,,,,https://www.camair-co.cm,,,,,,,,,no,,0,0,no,no,no,https://www.camair-co.cm/,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
cambodia-airways,Cambodia Airways,KR,Cambodia,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
canadian-north,Canadian North,5T,Canada,Scheduled,yes,en-ca,manual-priority,North America,https://canadiannorth.com/contact,https://canadiannorth.com/contact,https://canadiannorth.com/advisory/new-our-checked-baggage-policies-have-changed,https://canadiannorth.com/advisory/new-our-checked-baggage-policies-have-changed,https://canadiannorth.com/advisory/new-our-checked-baggage-policies-have-changed,,,,,yes,2026-09-03,3,0,no,yes,no,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,3/6 urls imported from filled priority CSV
canaryfly,Canaryfly,PM,Spain,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
cape-air,Cape Air,9K,United States,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
cargojet-airways-ltd,Cargojet Airways Ltd.,W8,Canada,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
cargolux,Cargolux,CV,Luxembourg,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
caribbean-air-export-import-inc,Caribbean Air Export Import Inc.,CB,United Kingdom,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
caribbean-airlines,Caribbean Airlines,BW,Trinidad and Tobago,Scheduled,no,,,,https://www.caribbean-airlines.com,,,,,,,,,no,,0,0,no,no,no,https://www.caribbean-airlines.com/#/legal-and-privacy/general-conditions-of-carriage,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
carpatair,Carpatair,V3,Romania,Scheduled,yes,en,manual-priority,Europe,https://www.carpatair.com/contact,https://www.carpatair.com/contact,https://www.carpatair.com/baggage-rules,https://www.carpatair.com/baggage-rules,https://www.carpatair.com/baggage-rules,,,,,yes,2026-09-03,3,0,no,yes,no,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,3/6 urls imported from filled priority CSV
cathay-pacific,Cathay Pacific,CX,Hong Kong,Scheduled,yes,en-hk,1a,East Asia,https://www.cathaypacific.com,,https://www.cathaypacific.com/cx/en_HK/baggage/checked-baggage.html,https://www.cathaypacific.com/cx/en_HK/baggage/cabin-baggage.html,https://www.cathaypacific.com/cx/en_HK/baggage/extra-baggage-charges.html,https://www.cathaypacific.com/cx/en_HK/book-a-trip/fare-types.html,https://www.cathaypacific.com/cx/en_HK/manage-booking/check-in.html,https://www.cathaypacific.com/cx/en_HK/legal-and-privacy/conditions-of-carriage.html,,yes,2026-09-03,0,6,no,yes,no,https://www.cathaypacific.com/content/dam/cx/legal-and-privacy/general-conditions-of-carriage-for-passengers-baggage-en.pdf,article_selector,6/6 urls
cayman-airways,Cayman Airways,KX,Cayman Islands,Scheduled,yes,en,manual-priority,North America,https://www.caymanairways.com,,https://www.caymanairways.com/baggage-policy,https://www.caymanairways.com/baggage-policy,https://www.caymanairways.com/cal-introduces-new-baggage-fee-structure,,,https://www.caymanairways.com/contract-of-carriage,,yes,2026-09-03,4,0,no,yes,no,https://www.caymanairways.com/contract-of-carriage,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
cebgo,Cebgo,DG,Philippines,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
cebu-pacific,Cebu Pacific,5J,Philippines,Low-cost,yes,en-ph,1b,Southeast Asia,,,https://www.cebupacificair.com/en-PH/pages/travel-info/baggage-information/checked-baggage,https://www.cebupacificair.com/en-PH/pages/travel-info/baggage-information/carry-on-baggage,https://www.cebupacificair.com/en-PH/pages/travel-info/fees-summary,https://www.cebupacificair.com/en-PH/pages/plan-trip/fare-bundles,https://www.cebupacificair.com/en-PH/pages/manage/check-in,https://www.cebupacificair.com/en-PH/pages/about/conditions-of-carriage,,yes,2026-09-03,0,6,no,yes,no,,article_selector,6/6 urls
cemair,CemAir,5Z,South Africa,Scheduled,yes,en-za,manual-priority,Africa,https://www.cemair.co.za/Contact-Us.html,https://www.cemair.co.za/Contact-Us.html,,,,,,https://www.flycemair.co.za/general_r/extras_and_info.php,,yes,2026-09-03,0,1,no,no,yes,https://www.flycemair.co.za/general_r/extras_and_info.php,baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector,1/6 urls imported from filled priority CSV
central-airlines,Central Airlines,I9,China,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
central-mountain-air,Central Mountain Air,9M,Canada,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
centrum-air,Centrum Air,C6,Uzbekistan,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
chair-airlines,Chair Airlines,GM,Switzerland,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
chalair-aviation,Chalair Aviation,CE,France,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
challenge-air-cargo-ltd,Challenge Air Cargo Ltd,X6,Malta,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
challenge-airlines-be,Challenge Airlines BE,X7,Belgium,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
challenge-airlines-il,Challenge Airlines IL,5C,Israel,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
charter-air-transport-inc,"Charter Air Transport, Inc.",VC,United States,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
chautauqua-airlines,Chautauqua Airlines,RP,United States,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
chengdu-airlines,Chengdu Airlines,EU,China,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
china-airlines,China Airlines,CI,Taiwan,Scheduled,yes,en-tw,1b,East Asia,https://www.china-airlines.com,,https://www.china-airlines.com/au/en/fly/prepare-for-the-fly/baggage/checked-baggage,https://www.china-airlines.com/au/en/fly/prepare-for-the-fly/baggage/carry-on-baggage,https://www.china-airlines.com/au/en/fly/prepare-for-the-fly/baggage/excess-baggage,https://www.china-airlines.com/au/en/booking/book-flights/fare-family,https://www.china-airlines.com/au/en/fly/at-the-airport/online-check-in,https://www.china-airlines.com/au/en/terms-and-conditions/conditions-of-carriage,,yes,2026-09-03,0,6,no,yes,no,https://www.china-airlines.com/us/en/terms-and-conditions/transportation-clauses,article_selector,6/6 urls
china-cargo-airlines,China Cargo Airlines,CK,China,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
china-eastern,China Eastern,MU,China,Scheduled,yes,en-cn,1b,East Asia,https://uk.ceair.com,,https://us.ceair.com/newCMS/us/en/content/en_Header/headerBottom/service/baggage/checked-baggage/,https://us.ceair.com/newCMS/us/en/content/en_Header/headerBottom/service/baggage/carry-on-baggage/,https://us.ceair.com/newCMS/us/en/content/en_Header/headerBottom/service/baggage/excess-baggage/,https://us.ceair.com/newCMS/us/en/content/en_Header/headerBottom/service/booking/fare-rules/,https://us.ceair.com/newCMS/us/en/content/en_Header/headerBottom/service/check-in/,https://us.ceair.com/newCMS/us/en/content/en_Header/headerBottom/service/conditions-of-carriage/,,yes,2026-09-03,0,6,no,yes,no,https://uk.ceair.com/newCMS/uk/en/content/en_Footer/AboutUS/201904/t20190404_5758.html,article_selector,6/6 urls
china-express-airlines,China Express Airlines,G5,China,Scheduled,yes,en,manual-priority,Asia,https://www.chinaexpressair.com/help/indexNotice/indexNotice.html,https://www.chinaexpressair.com/help/indexNotice/indexNotice.html,https://www.chinaexpressair.com/b2cweb/luggage,https://www.chinaexpressair.com/b2cweb/luggage,https://www.chinaexpressair.com/b2cweb/luggage,,,,,yes,2026-09-03,0,3,no,yes,yes,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,3/6 urls imported from filled priority CSV
china-postal-airlines-ltd,China Postal Airlines Ltd.,CF,China,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
china-southern-airlines,China Southern Airlines,CZ,China,Scheduled,yes,en,manual-priority,Asia,https://www.csair.com,,https://extra.csair.com/content/extraLuggage/index.html,https://csair.com/sg/en/tourguide/luggage_service/carryon_luggage,https://extra.csair.com/content/extraLuggage/index.html,,,https://www.csair.com/cn/tourguide/booking/orders/order/gjysztj/,,yes,2026-09-03,1,3,no,yes,no,https://www.csair.com/cn/tourguide/booking/orders/order/gjysztj/,fare_conditions_url;checkin_url;article_selector,4/6 urls imported from filled priority CSV
china-united-airlines,China United Airlines,KN,China,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,yes,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
chongqing-airlines,Chongqing Airlines,OQ,China,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
chu-kong-passenger-transport-co-ltd,Chu Kong Passenger Transport Co. Ltd.,3A,China,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
cimber,Cimber,QA,Denmark,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
cinnamon-air,Cinnamon Air,C7,Sri Lanka,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
citilink,Citilink,QG,Indonesia,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,yes,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
cityjet,Cityjet,WX,Ireland,Scheduled,no,,,,https://www.cityjet.com,,,,,,,,,no,,0,0,no,no,no,https://www.cityjet.com/terms-and-conditions/,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
clic,Clic,VE,Colombia,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
coastal-aviation,Coastal Aviation,CQ,United States,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
cobalt-air,Cobalt Air,CO,Cyprus,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
colorful-guizhou-airlines,Colorful Guizhou Airlines,GY,China,Low-cost,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
commutair,CommutAir,C5,United States,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
compass-airlines,Compass Airlines,CP,United States,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
condor,Condor,DF,Germany,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
conquest-air-inc,"Conquest Air, Inc.",C4,Mexico,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
contour-airlines,Contour Airlines,LF,United States,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
conviasa,Conviasa,V0,Venezuela,Scheduled,yes,en,manual-priority,South America,,,https://conviasa.aero/en/guiapasajero/equipajefacturado,https://www.conviasa.aero/en/guiapasajero/franquiciadeequipaje,https://conviasa.aero/en/guiapasajero/equipajefacturado,,,,,yes,2026-09-03,0,3,no,yes,no,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,3/6 urls imported from filled priority CSV
copa-airlines,Copa Airlines,CM,Panama,Scheduled,yes,en,manual-priority,North America,https://www.copaair.com,,,,,,,https://www.copaair.com/en/web/us/contract-of-carriage,,yes,2026-09-03,0,1,no,yes,no,https://www.copaair.com/en/web/us/contract-of-carriage,baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector,1/6 urls imported from filled priority CSV
corendon-airlines,Corendon Airlines,XC,Turkey,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,yes,yes,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
corendon-airlines-europe,Corendon Airlines Europe,XR,Malta,Scheduled,yes,en,manual-priority,Asia,,,https://www.corendonairlines.com/baggage-allowance/for-infants,https://www.corendonairlines.com/baggage-allowance/baggage-seat-charges,https://www.corendonairlines.com/baggage-allowance/baggage-seat-charges,,,,,yes,2026-09-03,0,3,no,yes,no,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,3/6 urls imported from filled priority CSV
corendon-dutch-airlines,Corendon Dutch Airlines,CD,Netherlands,Scheduled,no,,,,,,,,,,,,,no,,0,0,no,no,no,,locale;region;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector,
corsair-international,Corsair International,SS,France,Scheduled,yes,en,manual-priority,Europe,https://www.flycorsair.com,,,,,,,https://www.flycorsair.com/en/legal/general-sale-and-transport-conditions,,yes,2026-09-03,0,1,no,yes,yes,https://www.flycorsair.com/en/legal/general-sale-and-transport-conditions,baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector,1/6 urls imported from filled priority CSV
