carrier_key,name,iata,country,type,in_fetch_manifest,locale,band,region,official_website,help_root,baggage_checked_url,baggage_carryon_url,baggage_fees_url,fare_conditions_url,checkin_url,conditions_of_carriage_url,article_selector,has_capture_folder,latest_capture_set,ok_pages,failed_pages,has_candidates,has_fact_file,has_review_file,prefilled_conditions_url,missing_fields,notes,matched_source_airline_id,enrichment_sources
airmax-sa,Airmax S.A.,X8,Peru,Scheduled,no,,,Latin America,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
airnorth,Airnorth,TL,Australia,Scheduled,yes,en-au,manual-priority,Australia/Pacific,https://www.airnorth.com.au,,https://www.airnorth.com.au/checked-baggage,https://www.airnorth.com.au/carry-on-baggage,https://www.airnorth.com.au/checked-baggage,,,https://www.airnorth.com.au/plan/fare-information/conditions-of-carriage/,,yes,2026-09-03,4,0,no,yes,no,https://www.airnorth.com.au/plan/fare-information/conditions-of-carriage/,help_root;fare_conditions_url;checkin_url;article_selector;,"4/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.; Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",airnorth-1179,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
airshop-bv,Airshop B.V.,FF,Netherlands,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
airzena,Airzena,LV,Georgia,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
ajet,Ajet,VF,Cyprus,Low-cost,yes,en,manual-priority,Europe,https://ajet.com/en/contact,https://ajet.com/en/contact,https://ajet.com/en/services/free-baggage-allowance,https://ajet.com/en/services/free-baggage-allowance,https://ajet.com/en/services/free-baggage-allowance,,,,,yes,2026-09-03,0,3,no,yes,no,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"3/6 urls imported from filled priority CSV; Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",ajet-1275,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/derived/baggage-summary.csv
ak-bars-aero,Ak Bars Aero,2B,Russia,Low-cost,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
akasa-air,Akasa Air,QP,India,Low-cost,no,,,Asia,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
aklak-air,Aklak Air,6L,Canada,Scheduled,yes,en-ca,manual-priority,North America,https://aklakair.ca/contact-us,https://aklakair.ca/contact-us,https://aklakair.ca/policies/baggage-policy,https://aklakair.ca/policies/baggage-policy,https://aklakair.ca/policies/baggage-policy,,,,,yes,2026-09-03,2,1,no,yes,no,,fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"3/6 urls imported from filled priority CSV; Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",aklak-air-1189,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
almasria-universal-airlines,AlMasria Universal Airlines,UJ,Egypt,Scheduled,no,,,Africa,https://magnicharters.com.mx,https://almasriaairlines.com/contact-us,,,,,,,,no,,0,0,no,yes,no,,locale;band;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",almasria-universal-airlines-1511,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
alaska-airlines,Alaska Airlines,AS,United States,Scheduled,yes,en-us,1b,North America,https://www.alaskaair.com,,https://www.alaskaair.com/content/travel-info/baggage/checked-bags,https://www.alaskaair.com/content/travel-info/baggage/carry-on-luggage,https://www.alaskaair.com/content/travel-info/baggage/checked-bags,https://www.alaskaair.com/content/travel-info/flight-experience/fare-types,https://www.alaskaair.com/content/travel-info/at-the-airport/airport-check-in,https://www.alaskaair.com/content/legal/contract-of-carriage,,yes,2026-09-03,0,6,no,yes,no,https://www.alaskaair.com/content/legal/contract-of-carriage/rule-1,help_root;article_selector;,6/6 urls,alaska-airlines-1738,C:\Users\kspellman\Documents\Codex\2026-08-24\vie\work\airline_research_data.json; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
alaska-seaplanes,Alaska Seaplanes,J5,United States,Scheduled,no,en,,North America,,,,,,,,,,no,,0,0,no,no,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
albastar,AlbaStar,AP,Spain,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
alexandria-airlines,Alexandria Airlines,DQ,Egypt,Scheduled,no,,,Africa,https://alexandriaairlines.net,,,,,,,,,no,,0,0,no,no,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,alexandria-airlines-317,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
all-nippon-airways,All Nippon Airways,NH,Japan,Scheduled,yes,en,manual-priority,Asia,https://www.ana.co.jp/en/jp/guide/reservation/support/domestic/family,https://www.ana.co.jp/en/jp/guide/reservation/support/domestic/family,https://www.ana.co.jp/en/in/travel-information/baggage-information/checked-baggage,https://www.ana.co.jp/en/us/travel-information/baggage-information/carry-on,https://www.ana.co.jp/en/in/travel-information/baggage-information/checked-baggage,,,https://www.ana.co.jp/en/gb/siteinfo/international/conditions-of-carriage/,,yes,2026-09-03,0,4,no,yes,no,https://www.ana.co.jp/en/gb/siteinfo/international/conditions-of-carriage/,fare_conditions_url;checkin_url;article_selector;,"4/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.; Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",ana,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
allegiant-air,Allegiant Air,G4,United States,Low-cost,yes,en-us,manual-priority,North America,https://www.allegiantair.com,,https://www.allegiantair.com/baggage-1,https://www.allegiantair.com/baggage-1,https://www.allegiantair.com/popup/optional-services-fees,https://www.allegiantair.com/terms-and-conditions,https://www.allegiantair.com/seating-checking-boarding,https://www.allegiantair.com/contract-carriage,,yes,2026-09-03,0,1,no,yes,no,https://www.allegiantair.com/contract-carriage,help_root;article_selector;,1/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.,,
alliance-air,Alliance Air,9I,India,Scheduled,no,en,,Asia,https://allianceair.in,,https://plone.allianceair.in/allianceair/en/pages/baggageinfo,https://plone.allianceair.in/allianceair/en/pages/baggageinfo,https://plone.allianceair.in/allianceair/en/pages/baggageinfo,,,https://allianceair.in/conditions-of-carriage,,no,,0,0,no,no,no,https://allianceair.in/conditions-of-carriage,band;help_root;fare_conditions_url;checkin_url;article_selector;,,alliance-air-371,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
alliance-airlines,Alliance Airlines,QQ,Australia,Scheduled,no,en,,Australia/Pacific,https://www.allianceairlines.com.au,https://www.allianceairlines.com.au/contact-us,https://www.allianceairlines.com.au/when-we-fly/before-you-fly/baggage-information,https://www.allianceairlines.com.au/when-we-fly/before-you-fly/baggage-information,https://www.allianceairlines.com.au/when-we-fly/before-you-fly/baggage-information,,,https://www.allianceairlines.com.au/terms-conditions,,no,,0,0,no,no,no,https://www.allianceairlines.com.au/terms-conditions,band;fare_conditions_url;checkin_url;article_selector;,,alliance-airlines-847,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
alpha-air-transport,Alpha Air Transport,7U,Canada,Scheduled,no,en,,North America,,,,,,,,,,no,,0,0,no,no,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
alsa-grupo-slu,Alsa Grupo SLU,5I,Spain,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
amadeus-it-group-sa,Amadeus IT Group SA,1A,Spain,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
amakusa-airlines,Amakusa Airlines,MZ,Japan,Scheduled,no,,,Asia,,,,,,,,,,no,,0,0,no,yes,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
amaszonas,Amaszonas,Z8,Bolivia,Scheduled,no,,,Latin America,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
amaszonas-uruguay,Amaszonas Uruguay,Z7,Uruguay,Scheduled,no,,,Latin America,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
amelia,Amelia,8R,France,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
american-eagle,American Eagle,ZZ,United States,Scheduled,no,en,,North America,https://duffelairways.com,,,,,,,https://duffelairways.com/dummy-url/conditions-of-carriage,,no,,0,0,no,no,no,https://duffelairways.com/dummy-url/conditions-of-carriage,band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector;,,,
amerijet-international-inc,Amerijet International Inc.,M6,United States,Scheduled,no,en,,North America,https://amerijet.com,https://amerijet.com/help-and-support-center,,,,,,,,no,,0,0,no,yes,no,,band;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",amerijet-international-1791,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
amtrak,Amtrak,2V,United States,Scheduled,no,en,,North America,,,,,,,,,,no,,0,0,no,no,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
andes-lineas-aereas,Andes Lineas Aereas,O4,Argentina,Scheduled,no,,,Latin America,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
angara-airlines,Angara Airlines,2G,Russia,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
anguilla-air-services,Anguilla Air Services,Q3,Russia,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
animawings,Animawings,A2,Romania,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
arajet,Arajet,DM,Dominican Republic,Low-cost,no,,,Caribbean,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
arctic-transportation-services-inc-ryan-air,"Arctic Transportation Services, Inc Ryan Air",7S,United States,Scheduled,no,en,,North America,,,,,,,,,,no,,0,0,no,no,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
ariana-afghan-airlines,Ariana Afghan Airlines,FG,Afghanistan,Scheduled,yes,en,manual-priority,Asia,https://www.flyariana.com,,https://www.flyariana.com/Plan-and-Book/Baggage,https://www.flyariana.com/Plan-and-Book/Baggage,https://www.flyariana.com/Plan-and-Book/Baggage,,,https://www.flyariana.com/FooterLinks/Legal,,yes,2026-09-03,1,3,no,yes,no,https://www.flyariana.com/FooterLinks/Legal,help_root;fare_conditions_url;checkin_url;article_selector;,"4/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.; Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",ariana-afghan-airlines-1527,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/derived/baggage-summary.csv
arik-air,Arik Air,W3,Nigeria,Scheduled,no,en,,Africa,https://arikair.com,,,,,,,,,no,,0,0,no,yes,no,,band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",arik-air-1531,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
arkhangelsk-2,Arkhangelsk-2,АЧ,Russia,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
arkia,Arkia,IZ,Israel,Scheduled,yes,en,manual-priority,Asia,https://www.arkia.co.il,,,,,,,https://www.arkia.co.il/content/movil-domestic,,yes,2026-09-03,0,1,no,yes,no,https://www.arkia.co.il/content/movil-domestic,help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector;,1/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.,,
arktika,Arktika,СИ,Russia,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
armenia-airways,Armenia Airways,6A,Armenia,Scheduled,no,,,Asia,https://armeniaairways.am,,https://www.armeniaairways.am/baggage,https://www.armeniaairways.am/baggage,https://www.armeniaairways.am/baggage,,,,,no,,0,0,no,no,no,,locale;band;help_root;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,armenia-airways-1493,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
armenian-airlines,Armenian Airlines,JI,Armenia,Scheduled,no,en,,Asia,https://armenianairlines.am,,https://armenianairlines.am/en/baggage/checked-baggage,https://armenianairlines.am/en/baggage,https://armenianairlines.am/en/baggage,,,,,no,,0,0,no,no,no,,band;help_root;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,armenian-airlines-217,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
aruba-airlines,Aruba Airlines,AG,Aruba,Scheduled,no,,,Caribbean,https://arubaairlines.com,https://www.aslairlines.ie/contact,,,,,,,,no,,0,0,no,no,no,,locale;band;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,asl-airlines-ireland-1136,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
ascend-airways,Ascend Airways,YD,Belarus,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
aserca-airlines,Aserca Airlines,R7,Venezuela,Scheduled,no,,,Latin America,,,,,,,,,,no,,0,0,no,yes,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
asian-wings-airways,Asian Wings Airways,YJ,Burma,Scheduled,no,,,,https://asianwingsair.com,,,,,,,,,no,,0,0,no,no,no,,locale;band;region;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,amc-airlines-936,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
asiana-airlines,Asiana Airlines,OZ,South Korea,Scheduled,yes,en,manual-priority,Asia,https://flyasiana.com,,https://flyasiana.com/C/GB/EN/ready/baggage,https://flyasiana.com/C/GB/EN/ready/baggage,https://flyasiana.com/C/GB/EN/ready/baggage,,,https://flyasiana.com/C/GB/EN/contents/terms-of-transportation-and-notification,,yes,2026-09-03,0,4,no,yes,no,https://flyasiana.com/C/GB/EN/contents/terms-of-transportation-and-notification,help_root;fare_conditions_url;checkin_url;article_selector;,"4/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.; Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",asiana-airlines-721,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
asman-airlines,Asman Airlines,MN,Kyrgyzstan,Low-cost,no,,,Asia,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
atlantic-airways,Atlantic Airways,RC,Faroe Islands,Low-cost,yes,en,manual-priority,Asia,https://www.atlanticairways.com,,https://www.atlantic.fo/alt-um-ferðina/ferðatreytir/conditions-of-carriage-for-passengers-and-baggage,https://www.atlantic.fo/alt-um-ferðina/ferðatreytir/conditions-of-carriage-for-passengers-and-baggage,https://www.atlantic.fo/alt-um-ferðina/ferðatreytir/conditions-of-carriage-for-passengers-and-baggage,,,https://www.atlanticairways.com/media/1523/iata_conditions-of-contract_en.pdf,,yes,2026-09-03,0,4,no,yes,no,https://www.atlanticairways.com/media/1523/iata_conditions-of-contract_en.pdf,help_root;fare_conditions_url;checkin_url;article_selector;,"4/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.; Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",atlantic-airways-449,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
atlas-air,Atlas Air,5Y,United States,Scheduled,yes,en-us,manual-priority,North America,https://www.atlasair.com,,https://www.atlasair.com/page_widgets/text-widget-passenger-services-baggage,https://www.atlasair.com/page_widgets/text-widget-passenger-services-baggage,https://www.atlasair.com/page_widgets/text-widget-passenger-services-baggage,https://www.atlasair.com/,https://www.atlasair.com/,https://jumpseat.atlasair.com/aa/ConditionsofCarriage.pdf,,yes,2026-09-03,0,4,no,yes,no,https://jumpseat.atlasair.com/aa/ConditionsofCarriage.pdf,help_root;article_selector;,"4/6 urls imported from filled priority CSV; Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",atlas-air-1666,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
atran,Atran,V8,Russia,Scheduled,no,,,Europe,https://atran.ru,https://www.atran.ru/ru/contacts,,,,,,,,no,,0,0,no,yes,no,,locale;band;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",atran-169,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
auric-air,Auric Air,UI,Tanzania,Scheduled,no,,,Africa,https://auricair.com,https://www.auricair.com/General/contact,https://auricair.com/General/baggage_policy,https://auricair.com/General/baggage_policy,https://auricair.com/General/baggage_policy,,,,,no,,0,0,no,no,no,,locale;band;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,auric-air-1269,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
aurigny,Aurigny,GR,Guernsey,Scheduled,no,,,,https://www.aurigny.com,,,,,,,https://www.aurigny.com/legal/conditions-carriage,,no,,0,0,no,no,no,https://www.aurigny.com/legal/conditions-carriage,locale;band;region;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector;,,,
aurora,Aurora,HZ,Russia,Scheduled,no,,,Europe,https://flyaurora.ru,,,,,,,,,no,,0,0,no,no,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,aurora-451,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
austral-lineas-aereas,Austral Lineas Aereas,AU,Argentina,Scheduled,no,,,Latin America,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
australian-airlines,Australian Airlines,AO,Australia,Scheduled,no,en,,Australia/Pacific,,,,,,,,,,no,,0,0,no,no,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
austrian-airlines,Austrian Airlines,OS,Austria,Scheduled,yes,en,manual-priority,Europe,https://www.austrian.com,,https://www.austrian.com/at/en/baggage,https://www.austrian.com/at/en/baggage,https://www.austrian.com/at/en/baggage,,,https://www.austrian.com/es/en/legal/conditions-of-carriage,,yes,2026-09-03,0,4,no,yes,no,https://www.austrian.com/es/en/legal/conditions-of-carriage,help_root;fare_conditions_url;checkin_url;article_selector;,"4/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.; Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",austrian-airlines-1690,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
avelo-airlines,Avelo Airlines,XP,United States,Low-cost,no,en,,North America,https://aveloair.com,https://www.aveloair.com/help,https://www.aveloair.com/baggage-limitations-of-liability,https://www.aveloair.com/help/carry-on-bags,https://www.aveloair.com/baggage-limitations-of-liability,,,https://www.aveloair.com/contract-of-carriage,,no,,0,0,no,no,no,https://www.aveloair.com/contract-of-carriage,band;fare_conditions_url;checkin_url;article_selector;,,avelo-airlines-1729,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
avia-traffic-company,Avia Traffic Company,ТФ,Kyrgyzstan,Scheduled,no,,,Asia,https://aero.kg,https://aero.kg/contacts/address,,,,,,,,no,,0,0,no,no,no,,locale;band;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,avia-traffic-company-1061,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
aviacon-zitotrans-air-company-jsc,Aviacon Zitotrans Air Company JSC,ZR,Russia,Scheduled,no,,,Europe,https://flypuntoazul.gq,,,,,,,,,no,,0,0,no,no,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,aviacon-zitotrans-747,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
avialeasing-aviation-company,Avialeasing Aviation Company,V2,Uzbekistan,Scheduled,no,,,Asia,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
avianca,Avianca,AV,Colombia,Scheduled,yes,en,manual-priority,South America,https://www.avianca.com,,https://ayuda.avianca.com/hc/en-us/sections/13768649925787-Checked-baggage,https://ayuda.avianca.com/hc/en-us/sections/13467208526619-Carry-on-baggage,https://ayuda.avianca.com/hc/en-us/sections/13768649925787-Checked-baggage,,,https://www.avianca.com/uk/en/sobre-nosotros/informacion-legal/contrato-transporte/,,yes,2026-09-03,3,1,no,yes,no,https://www.avianca.com/uk/en/sobre-nosotros/informacion-legal/contrato-transporte/,help_root;fare_conditions_url;checkin_url;article_selector;,"4/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.; Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",avianca-953,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
avianca-brazil,Avianca Brazil,O6,Brazil,Scheduled,no,,,Latin America,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
