carrier_key,name,iata,country,type,in_fetch_manifest,locale,band,region,official_website,help_root,baggage_checked_url,baggage_carryon_url,baggage_fees_url,fare_conditions_url,checkin_url,conditions_of_carriage_url,article_selector,has_capture_folder,latest_capture_set,ok_pages,failed_pages,has_candidates,has_fact_file,has_review_file,prefilled_conditions_url,missing_fields,notes,matched_source_airline_id,enrichment_sources
jordan-aviation,Jordan Aviation,R5,Jordan,Scheduled,no,,,Middle East,,,,,,,,,,no,,0,0,no,yes,yes,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
joy-air,Joy Air,JR,China,Scheduled,no,,,Asia,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
juneyao-airlines,Juneyao Airlines,HO,China,Scheduled,yes,en,manual-priority,Asia,https://global.juneyaoair.com,,https://global.juneyaoair.com/checkedBaggage,https://global.juneyaoair.com/carryOnBaggage,https://global.juneyaoair.com/checkedBaggage,,,https://global.juneyaoair.com/servicehelp/new/General%20Conditions%20of%20Carriage,,yes,2026-09-03,3,1,no,no,yes,https://global.juneyaoair.com/servicehelp/new/General%20Conditions%20of%20Carriage,help_root;fare_conditions_url;checkin_url;article_selector;,"4/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.; Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",q1713277-548,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
k-mile-air-co-ltd,K-Mile Air Co. Ltd,8K,Thailand,Scheduled,no,,,Asia,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
kc-international-airlines,KC International Airlines,3Q,Cambodia,Scheduled,no,,,Asia,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
klm-cityhopper,KLM Cityhopper,WA,Netherlands,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,yes,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
klm-royal-dutch-airlines,KLM Royal Dutch Airlines,KL,Netherlands,Scheduled,yes,en,manual-priority,Europe,https://www.klm.com,,https://www.klm.com/information/baggage/checked-baggage-allowance,https://saudi.klm.com/information/baggage/checked-baggage-allowance,https://www.klm.com/information/baggage/checked-baggage-allowance,,,https://www.klm.com/information/legal/conditions-carriage,,yes,2026-09-03,0,4,no,yes,yes,https://www.klm.com/information/legal/conditions-carriage,help_root;fare_conditions_url;checkin_url;article_selector;,"4/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.; Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",klm-594,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/derived/baggage-summary.csv
km-malta-airlines,KM Malta Airlines,KM,Malta,Low-cost,no,en,,Europe,https://airmalta.com,,https://kmmaltairlines.com/en/baggage-information/checked-baggage-allowance,https://kmmaltairlines.com/en/baggage-information/cabin-baggage-allowance,https://kmmaltairlines.com/en/baggage-information/extra-baggage-overweight-baggage-fees,,,https://airmalta.com/en-gb/legal-and-policies/general-conditions-of-carriage,,no,,0,0,no,no,no,https://airmalta.com/en-gb/legal-and-policies/general-conditions-of-carriage,band;help_root;fare_conditions_url;checkin_url;article_selector;,,km-malta-airlines-261,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
kalitta-air,Kalitta Air,K4,United States,Scheduled,no,en,,North America,,,,,,,,,,no,,0,0,no,yes,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
kalstar-aviation,Kalstar Aviation,KD,Indonesia,Scheduled,no,,,Asia,,,,,,,,,,no,,0,0,no,no,yes,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
kam-air,Kam Air,RQ,Afghanistan,Scheduled,yes,en,manual-priority,Asia,https://www.kamair.com/contact-us,https://www.kamair.com/contact-us,https://www.kamair.com/baggage,https://www.kamair.com/baggage,https://www.kamair.com/baggage,,,https://www.kamair.com/terms-and-conditions#agreement-and-terms,,yes,2026-09-03,4,0,no,yes,yes,https://www.kamair.com/terms-and-conditions#agreement-and-terms,fare_conditions_url;checkin_url;article_selector;,"4/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.; Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",kam-air-1453,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/derived/baggage-summary.csv
kamchatka-air,Kamchatka Air,ДЕ,Russia,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
kan-air,Kan Air,K8,Thailand,Scheduled,no,,,Asia,https://kanairlines.com,,,,,,,,,no,,0,0,no,yes,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",kan-air-325,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
kartika-airlines,Kartika Airlines,3Y,Indonesia,Scheduled,no,,,Asia,,,,,,,,,,no,,0,0,no,yes,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
kenmore-air,Kenmore Air,M5,United States,Scheduled,no,en,,North America,https://kenmoreair.com,,,,,,,,,no,,0,0,no,yes,no,,band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",kenmore-air-963,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
kenn-borek-air,Kenn Borek Air,4K,Canada,Scheduled,yes,en-ca,manual-priority,North America,https://askariaviation.com,https://askariaviation.com/contact-us,,,,,,https://askariaviation.com/,,yes,2026-09-03,0,1,no,yes,no,https://askariaviation.com/,baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector;,1/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.,askari-aviation-1265,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
kenya-airways,Kenya Airways,KQ,Kenya,Scheduled,yes,en-ke,manual-priority,Africa,https://www.kenya-airways.com,,https://www.kenya-airways.com/prepare-for-travel/baggage-information/en,https://www.kenya-airways.com/en/plan/baggage-information/hand-baggage,https://www.kenya-airways.com/prepare-for-travel/baggage-information/en,,,https://www.kenya-airways.com/condition-of-carriage/en/,,yes,2026-09-03,1,3,no,yes,no,https://www.kenya-airways.com/condition-of-carriage/en/,help_root;fare_conditions_url;checkin_url;article_selector;,"4/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.; Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",kenya-airways-1498,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
khabarovsk-avia,Khabarovsk Avia,НИ,Russia,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
komiaviatrans,Komiaviatrans,ИГ,Russia,Scheduled,no,,,Europe,https://aceaircargo.com,,https://www.komiaviatrans.ru/files/info/passengers/baggage_allowances.docx,https://www.komiaviatrans.ru/files/info/passengers/baggage_allowances.docx,https://www.komiaviatrans.ru/files/info/passengers/baggage_allowances.docx,,,,,no,,0,0,no,no,no,,locale;band;help_root;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,komiaviatrans-1452,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
korean-air,Korean Air,KE,Republic of Korea,Scheduled,yes,en-kr,1b,East Asia,https://www.koreanair.com,https://www.koreanair.com/footer/customer-support/faq,https://www.koreanair.com/contents/plan-your-travel/baggage/checked-baggage,https://www.koreanair.com/contents/plan-your-travel/baggage/carry-on-baggage,https://www.koreanair.com/contents/plan-your-travel/baggage/excess-baggage,https://www.koreanair.com/booking/booking-guide/fare-rules,https://www.koreanair.com/contents/plan-your-travel/at-the-airport/check-in,https://www.koreanair.com/contents/footer/conditions-of-carriage,,yes,2026-09-03,0,6,no,yes,no,https://www.koreanair.com/us/en/footer/terms-and-policies/terms-of-carriage,article_selector;,6/6 urls,q213147-728,C:\Users\kspellman\Documents\Codex\2026-08-24\vie\work\airline_research_data.json; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
korongo-airlines,Korongo Airlines,ZC,Democratic Republic of the Congo,Scheduled,no,,,Africa,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
kosmos,Kosmos,ГК,Russia,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
kostroma-air,Kostroma Air,КБ,Russia,Scheduled,no,,,Europe,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
krasavia,KrasAvia,KV,Russia,Scheduled,no,,,Europe,https://asian-express-airline.com,,,,,,,,,no,,0,0,no,no,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,asian-express-airline-752,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
kulula,Kulula,МН,South Africa,Low-cost,no,en,,Africa,,,,,,,,,,no,,0,0,no,no,yes,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
kunming-airlines,Kunming Airlines,KY,China,Scheduled,no,,,Asia,,,,,,,,,,no,,0,0,no,yes,yes,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
kuwait-airways,Kuwait Airways,KU,Kuwait,Scheduled,yes,en,manual-priority,Asia,https://www.kuwaitairways.com,,https://kuwaitairways.com/en/services/baggage,https://kuwaitairways.com/en/is/free-carry-on-baggage,https://kuwaitairways.com/en/services/baggage,,,https://www.kuwaitairways.com/en/terms/conditions-of-carriage,,yes,2026-09-03,1,3,no,yes,no,https://www.kuwaitairways.com/en/terms/conditions-of-carriage,help_root;fare_conditions_url;checkin_url;article_selector;,"4/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.; Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",kuwait-airways-1768,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
kyrgyz-air,Kyrgyz Air,KH,Kyrgyzstan,Scheduled,no,,,Asia,https://ska-arabia.com,,,,,,,,,no,,0,0,no,no,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,aloha-air-cargo-1790,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
lam-mozambique-airlines,LAM Mozambique Airlines,TM,Mozambique,Scheduled,yes,en,manual-priority,Africa,https://www.lam.co.mz,,https://www.lam.co.mz/en/Travel-Information/Baggage,https://www.lam.co.mz/en/Travel-Information/Baggage,https://www.lam.co.mz/en/Travel-Information/Baggage,,,,,yes,2026-09-03,0,3,no,yes,no,,help_root;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"3/6 urls imported from filled priority CSV; Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",lam-mozambique-airlines-195,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
lan-chile-cargo,LAN Chile Cargo,UC,Chile,Scheduled,no,en,,Latin America,https://latamcargo.com,https://www.latamcargo.com/en/customercare,,,,,,,,no,,0,0,no,yes,no,,band;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,latam-cargo-chile-316,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
lanhsa,LANHSA,00,Israel,Scheduled,no,,,Middle East,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
laser-airlines,LASER Airlines,QL,Venezuela,Scheduled,no,,,Latin America,https://laserairlines.com,,,,,,,,,no,,0,0,no,yes,yes,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",laser-airlines-1382,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
latam-airlines,LATAM Airlines,LA,Chile,Scheduled,yes,en,manual-priority,South America,https://www.latamairlines.com,,https://www.latamairlines.com/us/en/experience/prepare-your-trip/baggage/checked-baggage,https://www.latamairlines.com/gb/en/experience/prepare-your-trip/baggage/carry-on,https://www.latamairlines.com/au/en/experience/prepare-your-trip/baggage/excess-fees,,,https://www.latamairlines.com/gb/en/legal/transportation-contract-conditions,,yes,2026-09-03,0,4,no,yes,no,https://www.latamairlines.com/gb/en/legal/transportation-contract-conditions,help_root;fare_conditions_url;checkin_url;article_selector;,"4/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.; Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",latam,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
latam-airlines-brasil,LATAM Airlines Brasil,JJ,Brazil,Scheduled,no,,,Latin America,https://latam.com,,,,,,,,,no,,0,0,no,no,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,latam-brasil-1562,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
latam-airlines-colombia,LATAM Airlines Colombia,4C,Colombia,Scheduled,no,,,Latin America,https://latam.com,,,,,,,,,no,,0,0,no,yes,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",latam-airlines-colombia-1175,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
latam-airlines-ecuador,LATAM Airlines Ecuador,XL,Ecuador,Scheduled,yes,en,manual-priority,South America,https://www.latamairlines.com,,,,,,,https://www.latamairlines.com/gb/en/legal/transportation-contract-conditions,,yes,2026-09-03,0,1,no,yes,no,https://www.latamairlines.com/gb/en/legal/transportation-contract-conditions,help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector;,1/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.,latam-airlines-ecuador-1520,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
latam-airlines-paraguay,LATAM Airlines Paraguay,PZ,Paraguay,Scheduled,no,,,Latin America,https://latam.com,,,,,,,,,no,,0,0,no,yes,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",latam-airlines-paraguay-999,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
latam-airlines-peru,LATAM Airlines Peru,LP,Peru,Scheduled,no,,,Latin America,https://latam.com,,,,,,,,,no,,0,0,no,yes,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",latam-airlines-peru-173,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
latam-express,LATAM Express,LU,Chile,Scheduled,no,,,Latin America,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
leav,LEAV,KK,Turkey,Scheduled,no,en,,Europe,https://leav.com,,https://www.leav.com/en/travel-information/luggage,https://www.leav.com/en/travel-information/luggage,https://www.leav.com/en/travel-information/luggage,,,,,no,,0,0,no,no,no,,band;help_root;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,leav-aviation-121,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
lift-airline,LIFT Airline,GE,South Africa,Low-cost,no,en,,Africa,,,,,,,,,,no,,0,0,no,no,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
lot-polish,LOT Polish,LO,Poland,Scheduled,yes,en,manual-priority,Europe,https://www.lot.com/us/en/help-center/contact,https://www.lot.com/us/en/help-center/contact,https://www.lot.com/am/en/journey/baggage,https://www.lot.com/am/en/journey/baggage/long-haul-baggage,https://www.lot.com/am/en/journey/baggage,,,https://www.lot.com/pl/en/regulations/conditions-of-carriage,,yes,2026-09-03,0,4,no,yes,no,https://www.lot.com/pl/en/regulations/conditions-of-carriage,fare_conditions_url;checkin_url;article_selector;,"4/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.; Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",lot-polish-airlines-682,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/derived/baggage-summary.csv
la-compagnie,La Compagnie,B0,France,Scheduled,no,,,Europe,https://lacompagnie.com,,,,,,,,,no,,0,0,no,yes,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",la-compagnie-586,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
la-costena,La Costeña,LC,Nicaragua,Scheduled,no,,,Latin America,,,,,,,,,,no,,0,0,no,no,yes,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
lanexang-airways-international,Lanexang Airways International,5A,Laos,Scheduled,no,,,Asia,https://lxairways.com,,,,,,,,,no,,0,0,no,no,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,alpine-air-express-1261,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
lanmei-airlines,Lanmei Airlines,LQ,Cambodia,Low-cost,yes,en,manual-priority,Asia,https://lanmeiairlines.com,,,,,,,https://lanmeiairlines.com/lanmeiairlines2.0/default/menus/EN/experience/LMTransport.html,,yes,2026-09-03,0,1,no,no,yes,https://lanmeiairlines.com/lanmeiairlines2.0/default/menus/EN/experience/LMTransport.html,help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector;,1/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.,,
lao-airlines,Lao Airlines,QV,Laos,Scheduled,yes,en,manual-priority,Asia,https://laoairlines.com,,https://laoairlines.com/en/baggage-optional-service-charges,https://laoairlines.com/en/baggage-optional-service-charges,https://laoairlines.com/lo/baggage-optional-service-charges,,,https://laoairlines.com/en/term-and-condition/#,,yes,2026-09-03,0,4,no,yes,no,https://laoairlines.com/en/term-and-condition/#,help_root;fare_conditions_url;checkin_url;article_selector;,"4/6 urls imported from filled priority CSV; conditions_of_carriage_url prefilled from Duffel refs; please verify.; Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",lao-airlines-1662,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/derived/baggage-summary.csv
lao-skyway,Lao Skyway,LK,Laos,Scheduled,no,,,Asia,,,,,,,,,,no,,0,0,no,no,yes,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
laparkan-airways-inc,"Laparkan Airways, Inc.",LE,United States,Scheduled,no,en,,North America,https://www.stbarthexecutive.com,,,,,,,https://www.stbarthexecutive.com/booking-and-carriage-terms/,,no,,0,0,no,no,no,https://www.stbarthexecutive.com/booking-and-carriage-terms/,band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;article_selector;,,,
lauda-europe,Lauda Europe,LW,Malta,Scheduled,no,en,,Europe,,,,,,,,,,no,,0,0,no,no,no,,band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
level,Level,LL,Spain,Scheduled,no,en,,Europe,https://miamiair.com,https://www.flylevel.com/en/contact-us/help-center,,,,,,,,no,,0,0,no,no,no,,band;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,level-915,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
levu,Levu,6V,Brazil,Scheduled,no,,,Latin America,,,,,,,,,,no,,0,0,no,no,no,,locale;band;official_website;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,,
liat-air,Liat Air,5L,Antigua and Barbuda,Scheduled,no,,,Caribbean,https://flyliat20.com,,,,,,,,,no,,0,0,no,no,no,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,liat-air-296,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
libyan-airlines,Libyan Airlines,LN,Libya,Scheduled,no,,,Africa,https://libyanairlines.aero,,,,,,,,,no,,0,0,no,yes,yes,,locale;band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,"Missing fields filled from buffertse/airline-data, which records official airline domains and deep links sourced from airline websites.",libyan-airlines-51,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
libyan-wings,Libyan Wings,YL,Libya,Scheduled,no,,,Africa,https://libyanwings.ly,,https://libyanwings.ly/baggage,https://libyanwings.ly/baggage,https://libyanwings.ly/baggage,,,,,no,,0,0,no,no,no,,locale;band;help_root;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,libyan-wings-880,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
linea-aerea-carguera-de-colombia-sa,Linea Aerea Carguera de Colombia S.A.,L7,Colombia,Scheduled,no,en,,Latin America,https://latamcargo.com,,,,,,,,,no,,0,0,no,no,no,,band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;fare_conditions_url;checkin_url;conditions_of_carriage_url;article_selector;,,latam-cargo-colombia-1356,https://raw.githubusercontent.com/buffertse/airline-data/main/data/airlines.csv; https://raw.githubusercontent.com/buffertse/airline-data/main/data/airline-links.csv
linear-air,Linear Air,O2,United States,Scheduled,no,en,,North America,https://www.linearair.com,,,,,https://www.linearair.com/terms/,,,,no,,0,0,no,no,no,,band;help_root;baggage_checked_url;baggage_carryon_url;baggage_fees_url;checkin_url;conditions_of_carriage_url;article_selector;,Country and terms checked from Linear Air and ARC public pages.,,https://www.linearair.com/; https://www.linearair.com/terms/; https://www2.arccorp.com/articles-trends/agency-communications/archived-airline-participation-announcements/2018-announcements/linear-air-joins-arc/
