status,httpStatus,type,words,threshold,url,title,location,canonical
"ok","200","destination","887","500","https://www.originfacts.com/destinations/svalbard-and-jan-mayen","Svalbard and Jan Mayen · Originfacts","","https://www.originfacts.com/destinations/svalbard-and-jan-mayen"
"ok","200","destination","888","500","https://www.originfacts.com/destinations/croatia","Croatia · Originfacts","","https://www.originfacts.com/destinations/croatia"
"ok","200","destination","888","500","https://www.originfacts.com/destinations/south-sudan","South Sudan · Originfacts","","https://www.originfacts.com/destinations/south-sudan"
"ok","200","destination","888","500","https://www.originfacts.com/destinations/tunisia","Tunisia · Originfacts","","https://www.originfacts.com/destinations/tunisia"
"ok","200","destination","888","500","https://www.originfacts.com/destinations/vanuatu","Vanuatu · Originfacts","","https://www.originfacts.com/destinations/vanuatu"
"ok","200","destination","889","500","https://www.originfacts.com/destinations/saint-kitts-and-nevis","Saint Kitts and Nevis · Originfacts","","https://www.originfacts.com/destinations/saint-kitts-and-nevis"
"ok","200","destination","890","500","https://www.originfacts.com/destinations/botswana","Botswana · Originfacts","","https://www.originfacts.com/destinations/botswana"
"ok","200","destination","891","500","https://www.originfacts.com/destinations/zimbabwe","Zimbabwe · Originfacts","","https://www.originfacts.com/destinations/zimbabwe"
"ok","200","destination","892","500","https://www.originfacts.com/destinations/antigua-and-barbuda","Antigua and Barbuda · Originfacts","","https://www.originfacts.com/destinations/antigua-and-barbuda"
"ok","200","destination","892","500","https://www.originfacts.com/destinations/oman","Oman · Originfacts","","https://www.originfacts.com/destinations/oman"
"ok","200","destination","893","500","https://www.originfacts.com/destinations/equatorial-guinea","Equatorial Guinea · Originfacts","","https://www.originfacts.com/destinations/equatorial-guinea"
"ok","200","destination","893","500","https://www.originfacts.com/destinations/north-korea","North Korea · Originfacts","","https://www.originfacts.com/destinations/north-korea"
"ok","200","destination","894","500","https://www.originfacts.com/destinations/austria","Austria · Originfacts","","https://www.originfacts.com/destinations/austria"
"ok","200","destination","894","500","https://www.originfacts.com/destinations/christmas-island","Christmas Island · Originfacts","","https://www.originfacts.com/destinations/christmas-island"
"ok","200","destination","894","500","https://www.originfacts.com/destinations/guernsey","Guernsey · Originfacts","","https://www.originfacts.com/destinations/guernsey"
"ok","200","destination","895","500","https://www.originfacts.com/destinations/latvia","Latvia · Originfacts","","https://www.originfacts.com/destinations/latvia"
"ok","200","destination","895","500","https://www.originfacts.com/destinations/mali","Mali · Originfacts","","https://www.originfacts.com/destinations/mali"
"ok","200","destination","895","500","https://www.originfacts.com/destinations/tonga","Tonga · Originfacts","","https://www.originfacts.com/destinations/tonga"
"ok","200","destination","896","500","https://www.originfacts.com/destinations/jersey","Jersey · Originfacts","","https://www.originfacts.com/destinations/jersey"
"ok","200","destination","896","500","https://www.originfacts.com/destinations/mongolia","Mongolia · Originfacts","","https://www.originfacts.com/destinations/mongolia"
"ok","200","destination","896","500","https://www.originfacts.com/destinations/new-caledonia","New Caledonia · Originfacts","","https://www.originfacts.com/destinations/new-caledonia"
"ok","200","destination","897","500","https://www.originfacts.com/destinations/burkina-faso","Burkina Faso · Originfacts","","https://www.originfacts.com/destinations/burkina-faso"
"ok","200","destination","898","500","https://www.originfacts.com/destinations/cayman-islands","Cayman Islands · Originfacts","","https://www.originfacts.com/destinations/cayman-islands"
"ok","200","destination","899","500","https://www.originfacts.com/destinations/french-guiana","French Guiana · Originfacts","","https://www.originfacts.com/destinations/french-guiana"
"ok","200","destination","899","500","https://www.originfacts.com/destinations/wallis-and-futuna","Wallis and Futuna · Originfacts","","https://www.originfacts.com/destinations/wallis-and-futuna"
"ok","200","destination","900","500","https://www.originfacts.com/destinations/bangladesh","Bangladesh · Originfacts","","https://www.originfacts.com/destinations/bangladesh"
"ok","200","destination","900","500","https://www.originfacts.com/destinations/british-virgin-islands","British Virgin Islands · Originfacts","","https://www.originfacts.com/destinations/british-virgin-islands"
"ok","200","destination","900","500","https://www.originfacts.com/destinations/madagascar","Madagascar · Originfacts","","https://www.originfacts.com/destinations/madagascar"
"ok","200","destination","900","500","https://www.originfacts.com/destinations/marshall-islands","Marshall Islands · Originfacts","","https://www.originfacts.com/destinations/marshall-islands"
"ok","200","destination","900","500","https://www.originfacts.com/destinations/saint-lucia","Saint Lucia · Originfacts","","https://www.originfacts.com/destinations/saint-lucia"
"ok","200","destination","901","500","https://www.originfacts.com/destinations/faroe-islands","Faroe Islands · Originfacts","","https://www.originfacts.com/destinations/faroe-islands"
"ok","200","destination","901","500","https://www.originfacts.com/destinations/hungary","Hungary · Originfacts","","https://www.originfacts.com/destinations/hungary"
"ok","200","destination","902","500","https://www.originfacts.com/destinations/senegal","Senegal · Originfacts","","https://www.originfacts.com/destinations/senegal"
"ok","200","destination","904","500","https://www.originfacts.com/destinations/singapore","Singapore · Originfacts","","https://www.originfacts.com/destinations/singapore"
"ok","200","destination","905","500","https://www.originfacts.com/destinations/macau","Macau · Originfacts","","https://www.originfacts.com/destinations/macau"
"ok","200","destination","906","500","https://www.originfacts.com/destinations/denmark","Denmark · Originfacts","","https://www.originfacts.com/destinations/denmark"
"ok","200","destination","906","500","https://www.originfacts.com/destinations/ireland","Ireland · Originfacts","","https://www.originfacts.com/destinations/ireland"
"ok","200","destination","906","500","https://www.originfacts.com/destinations/saint-martin","Saint Martin · Originfacts","","https://www.originfacts.com/destinations/saint-martin"
"ok","200","destination","907","500","https://www.originfacts.com/destinations/cape-verde","Cape Verde · Originfacts","","https://www.originfacts.com/destinations/cape-verde"
"ok","200","destination","908","500","https://www.originfacts.com/destinations/estonia","Estonia · Originfacts","","https://www.originfacts.com/destinations/estonia"
"ok","200","destination","908","500","https://www.originfacts.com/destinations/fiji","Fiji · Originfacts","","https://www.originfacts.com/destinations/fiji"
"ok","200","destination","910","500","https://www.originfacts.com/destinations/cambodia","Cambodia · Originfacts","","https://www.originfacts.com/destinations/cambodia"
"ok","200","destination","910","500","https://www.originfacts.com/destinations/libya","Libya · Originfacts","","https://www.originfacts.com/destinations/libya"
"ok","200","destination","911","500","https://www.originfacts.com/destinations/armenia","Armenia · Originfacts","","https://www.originfacts.com/destinations/armenia"
"ok","200","destination","911","500","https://www.originfacts.com/destinations/iceland","Iceland · Originfacts","","https://www.originfacts.com/destinations/iceland"
"ok","200","destination","912","500","https://www.originfacts.com/destinations/bosnia-and-herzegovina","Bosnia and Herzegovina · Originfacts","","https://www.originfacts.com/destinations/bosnia-and-herzegovina"
"ok","200","destination","915","500","https://www.originfacts.com/destinations/iraq","Iraq · Originfacts","","https://www.originfacts.com/destinations/iraq"
"ok","200","destination","915","500","https://www.originfacts.com/destinations/reunion","Réunion · Originfacts","","https://www.originfacts.com/destinations/reunion"
"ok","200","destination","917","500","https://www.originfacts.com/destinations/northern-mariana-islands","Northern Mariana Islands · Originfacts","","https://www.originfacts.com/destinations/northern-mariana-islands"
"ok","200","destination","920","500","https://www.originfacts.com/destinations/dr-congo","DR Congo · Originfacts","","https://www.originfacts.com/destinations/dr-congo"
"ok","200","destination","920","500","https://www.originfacts.com/destinations/panama","Panama · Originfacts","","https://www.originfacts.com/destinations/panama"
"ok","200","destination","921","500","https://www.originfacts.com/destinations/isle-of-man","Isle of Man · Originfacts","","https://www.originfacts.com/destinations/isle-of-man"
"ok","200","destination","921","500","https://www.originfacts.com/destinations/mozambique","Mozambique · Originfacts","","https://www.originfacts.com/destinations/mozambique"
"ok","200","destination","922","500","https://www.originfacts.com/destinations/guatemala","Guatemala · Originfacts","","https://www.originfacts.com/destinations/guatemala"
"ok","200","destination","923","500","https://www.originfacts.com/destinations/puerto-rico","Puerto Rico · Originfacts","","https://www.originfacts.com/destinations/puerto-rico"
"ok","200","destination","925","500","https://www.originfacts.com/destinations/belgium","Belgium · Originfacts","","https://www.originfacts.com/destinations/belgium"
"ok","200","destination","928","500","https://www.originfacts.com/destinations/united-states-virgin-islands","United States Virgin Islands · Originfacts","","https://www.originfacts.com/destinations/united-states-virgin-islands"
"ok","200","destination","932","500","https://www.originfacts.com/destinations/trinidad-and-tobago","Trinidad and Tobago · Originfacts","","https://www.originfacts.com/destinations/trinidad-and-tobago"
"ok","200","destination","933","500","https://www.originfacts.com/destinations/greenland","Greenland · Originfacts","","https://www.originfacts.com/destinations/greenland"
"ok","200","destination","934","500","https://www.originfacts.com/destinations/ivory-coast","Ivory Coast · Originfacts","","https://www.originfacts.com/destinations/ivory-coast"
"ok","200","destination","935","500","https://www.originfacts.com/destinations/pattaya","Pattaya · Originfacts","","https://www.originfacts.com/destinations/pattaya"
"ok","200","destination","935","500","https://www.originfacts.com/destinations/tasmania","Tasmania · Originfacts","","https://www.originfacts.com/destinations/tasmania"
"ok","200","destination","936","500","https://www.originfacts.com/destinations/micronesia","Micronesia · Originfacts","","https://www.originfacts.com/destinations/micronesia"
"ok","200","destination","936","500","https://www.originfacts.com/destinations/saint-vincent-and-the-grenadines","Saint Vincent and the Grenadines · Originfacts","","https://www.originfacts.com/destinations/saint-vincent-and-the-grenadines"
"ok","200","destination","937","500","https://www.originfacts.com/destinations/israel","Israel · Originfacts","","https://www.originfacts.com/destinations/israel"
"ok","200","destination","938","500","https://www.originfacts.com/destinations/belize","Belize · Originfacts","","https://www.originfacts.com/destinations/belize"
"ok","200","destination","938","500","https://www.originfacts.com/destinations/netherlands","Netherlands · Originfacts","","https://www.originfacts.com/destinations/netherlands"
"ok","200","destination","941","500","https://www.originfacts.com/destinations/darwin","Darwin · Originfacts","","https://www.originfacts.com/destinations/darwin"
"ok","200","destination","941","500","https://www.originfacts.com/destinations/phuket","Phuket · Originfacts","","https://www.originfacts.com/destinations/phuket"
"ok","200","destination","943","500","https://www.originfacts.com/destinations/norway","Norway · Originfacts","","https://www.originfacts.com/destinations/norway"
"ok","200","destination","944","500","https://www.originfacts.com/destinations/hong-kong","Hong Kong · Originfacts","","https://www.originfacts.com/destinations/hong-kong"
